VideoName,HM_pitch,HM_yaw,7s_MOS,15s_MOS
A_Bay.mp4,-1.735504,-13.182247000000004,3.4285714285714284,3.333333333333333
A_Boat.mp4,-3.8530275,-6.933840000000004,2.388888888888889,1.2941176470588236
A_Coffee.mp4,-0.6472473599999999,-12.95315,2.0,1.5238095238095235
A_DubaiAtNight.mp4,-1.7845460000000002,-120.0902395,3.5789473684210527,2.8947368421052637
A_Grid.mp4,-2.952408,11.065419999999996,1.95,1.1764705882352942
A_NightBar.mp4,-4.0167695000000005,-67.93401499999999,4.05,3.3
A_NightStars.mp4,-1.5569305,150.027565,2.095238095238096,1.2
A_NightStreet.mp4,-3.4745635000000004,11.976184999999989,2.421052631578948,1.619047619047619
A_Parade.mp4,1.19062985,-136.960995,2.0,1.35
A_ShootingBall.mp4,-6.0911100000000005,13.244350000000011,3.764705882352941,3.15
A_SkyPark.mp4,-2.4255525,-20.126400000000004,3.842105263157895,3.333333333333333
A_Store.mp4,-0.198337152,53.17140000000002,4.0,3.85
A_Street.mp4,-4.6358335,-24.457385,4.0,3.4761904761904763
A_Supertree.mp4,-3.5201265,43.83484,4.047619047619048,3.5
A_ViewFromSky.mp4,-2.2114715,-125.574965,3.857142857142857,2.952380952380953
A_Woman.mp4,-1.0701295000000002,13.024004999999995,2.5294117647058822,1.7
B_BehindTree.mp4,-1.6484375,0.975749999999998,2.1,1.2777777777777777
B_Bund.mp4,-0.75846865,-5.497079999999997,3.421052631578948,2.9047619047619047
B_DubrovnikCity.mp4,-2.430817,-36.040639000000006,3.631578947368421,2.647058823529412
B_Fountain.mp4,-2.9065095,-157.31481000000002,3.764705882352941,3.05
B_FountainPark.mp4,-2.929245,132.949433,1.8571428571428568,1.3888888888888888
B_JapanNightStreet.mp4,-1.884003,-142.02734700000002,2.0,1.2941176470588236
B_Jongleur.mp4,-1.86174035,36.08887,1.8571428571428568,1.6666666666666667
B_NightFlyover.mp4,0.5239238,6.793800000000012,2.0476190476190474,1.25
B_NightFountain.mp4,-1.189041,25.901529999999998,3.4761904761904763,2.761904761904762
B_Pedestrian.mp4,-5.40625,-39.387185,3.523809523809524,2.55
B_SnackStreet.mp4,-2.4278565,-156.980695,1.75,1.5555555555555556
D_Shrine.mp4,-1.560501,59.96245499999999,2.555555555555556,1.5
E_Fountain.mp4,-1.5337527,-8.002154999999995,3.7142857142857135,3.0476190476190474
E_HolyAngel.mp4,-5.177841,104.097785,3.9,3.333333333333333
E_Horse.mp4,-3.78833,133.8659,4.578947368421052,3.809523809523809
E_NorthKorea.mp4,-2.520767,-12.386833500000002,2.388888888888889,1.4736842105263157
E_NorthKoreaStreet.mp4,0.7777555349999999,-1.9536999999999975,2.4,1.368421052631579
E_OverlookForumRoad.mp4,-0.99746695,9.893039000000002,4.0,3.8
E_ViewFriomSpanish.mp4,-2.6042785000000004,-31.004045,4.25,3.588235294117647
E_ViewFromCastle.mp4,1.40323465,0.1335499999999925,4.0,3.523809523809524
E_ViewFromSite.mp4,2.724139,9.761960000000002,4.0,3.571428571428572
H_NightView.mp4,-0.0614979499999999,-155.996145,2.421052631578948,1.263157894736842
p_AmsterdamRedLightDistrict.mp4,-0.252395655,-21.018380000000008,4.0,3.15
p_Bangkok.mp4,2.5123800000000003,-16.19691499999999,3.647058823529412,3.4761904761904763
p_BangkokTemple.mp4,5.875532,90.74809500000003,4.0,3.8
p_BrooklynBridge.mp4,0.190824,-89.728745,3.7777777777777777,3.142857142857143
p_BudapestBuilding.mp4,-1.3334045,109.9541115,3.7142857142857135,3.333333333333333
p_CloudForest.mp4,-0.8426664,29.164939999999994,3.947368421052632,3.523809523809524
p_DayInSingapore.mp4,2.6801915000000003,5.007050000000007,4.15,3.809523809523809
p_DenmarkCopenhagen.mp4,-0.25935365,56.96138499999999,4.421052631578948,4.2
p_EiffelTower.mp4,-2.9696655,-167.1279497,3.842105263157895,3.2857142857142856
p_FreshStore.mp4,-4.8002775,64.74764499999999,4.05,3.0
p_LondonEye.mp4,-4.1935275,3.533510000000007,4.095238095238095,3.4761904761904763
p_NationalMemorialMuseum.mp4,-0.60561585,3.92568,3.809523809523809,3.25
p_SantaMonicaPier.mp4,-2.2082672,-154.094895,3.761904761904762,3.1904761904761907
p_ShakespeareGlobeOpera.mp4,0.3085421,-22.01405,4.3,3.761904761904762
p_SuperkilenPark.mp4,1.7997565,-72.99794500000002,3.4761904761904763,2.7142857142857144
p_ViennaMuseum.mp4,-2.5028535,-177.3300505,3.809523809523809,3.588235294117647
B_DisneylandParis.mp4,9.1643945,19.070887500000005,5.0,5.0
B_Port.mp4,-6.0494845,139.94779,3.7,2.95
B_Street.mp4,-0.18119863,-149.783445,3.0526315789473686,2.15
B_ViewFromPark.mp4,-7.596222,-2.0233500000000006,2.25,1.35
C_BigBen.mp4,-0.91258255,-72.22755,4.105263157894737,3.736842105263158
C_LondonBridge.mp4,-6.340439,-74.995631,2.8,1.7777777777777777
C_NightCity.mp4,-5.87645,0.2316449999999932,3.75,2.9
D_KishiwadaFestival1.mp4,-1.5213774999999998,-69.048325,2.647058823529412,2.411764705882353
D_KishiwadaFestival2.mp4,-0.8148804000000001,-173.00654649999998,2.526315789473684,2.55
D_NightParade.mp4,-4.0787965,76.92224,2.1578947368421053,1.2777777777777777
D_ReligiousProcess.mp4,-2.5810545,-2.137110000000007,2.55,2.0
D_ViewFormTemple.mp4,4.300668,-1.0365545000000012,3.0,2.588235294117647
E_MetoStation.mp4,1.2273420000000002,-7.880519999999997,3.1578947368421053,2.6842105263157894
E_NightPyongyang.mp4,-2.551636,-177.88485,2.05,1.2777777777777777
E_Panmunjom.mp4,-1.3710935,54.879575,2.9444444444444446,2.6842105263157894
E_PyongyangMorning.mp4,1.95099,-19.14588,1.588235294117647,1.4705882352941178
E_Square.mp4,1.19929935,70.31012000000001,2.6842105263157894,2.1052631578947367
E_SunSquare.mp4,-1.8918305,-90.28853,2.9473684210526314,2.55
E_ViewStreet.mp4,0.5755247,32.805595,4.55,3.15
F_StartHauntedHouse.mp4,8.412927,29.032675000000005,2.8947368421052637,2.0
H_KowloonPark.mp4,-5.419327,-134.990601,2.5,1.9444444444444444
H_Pigeon.mp4,-6.4184265,-28.1019235,2.5,2.1
K_NightBay.mp4,-4.602417,34.77554,3.95,3.2
L_Fireworks.mp4,-5.9589235,-11.19122,3.3684210526315788,2.2
M_Dabbagh.mp4,-0.8839264499999999,38.41561,4.15,4.0
M_DanceInTemple.mp4,-6.1860655,138.16257000000002,4.375,3.85
M_Hamlet.mp4,-1.8553621,32.81911,4.4,3.95
M_HolyRoundabout.mp4,-3.022659,17.596625000000003,4.0,3.9
M_KrishnaTemple.mp4,-4.9252780000000005,41.807770000000005,3.75,3.4705882352941178
M_MatarStreet.mp4,-2.405487,-11.068162999999991,4.1,3.8
M_Nepal.mp4,-3.3132475,-86.191885,4.421052631578948,3.333333333333333
M_Shwedagon.mp4,-4.7844085,151.073295,4.647058823529412,4.444444444444445
p_CatMuseum.mp4,-3.993622,44.6538975,4.2,3.6
p_CliffJumping.mp4,-1.78756735,9.996745000000011,3.5,2.3684210526315788
p_Countyard.mp4,-1.516922,-127.5724225,4.2,3.55
p_ElephantsOnTheBrink.mp4,-5.5656585,54.3272285,4.0,4.05
p_GiantPuppy.mp4,-5.863495,-121.4337865,2.9,2.3529411764705883
p_Giraffe.mp4,-4.019409,10.423300000000012,4.0,2.263157894736842
p_Lemur.mp4,-6.0509035,165.69221199999998,3.4,1.95
p_Lion.mp4,-1.5358277275,-22.356915000000008,3.0,1.6111111111111112
p_MountainGorillas.mp4,-3.5449525,17.987405000000003,3.421052631578948,1.8333333333333333
p_NuclearExplosion.mp4,2.1216935,66.92547499999999,2.95,2.5
p_Rabbit.mp4,-0.4455414,-139.449707,4.444444444444445,3.35
p_RoyalBalcony.mp4,0.5210022,-11.014340000000004,4.0,3.588235294117647
p_StreetMusician.mp4,8.9289735,121.3202,3.0,1.5
p_StreetMusician1.mp4,7.634719,127.999005,3.0,2.388888888888889
A_Beach.mp4,-2.0169985,-108.960095,2.4705882352941178,1.736842105263158
A_Fire.mp4,-2.1543735,18.96740999999998,2.45,1.588235294117647
A_Flame.mp4,1.8849415,11.98889950000001,2.5,1.5789473684210529
A_Massif.mp4,-0.5566864,51.97599000000001,2.8,1.947368421052632
A_Seaside.mp4,-0.63606265,-84.07448,2.9,2.1052631578947367
A_SnowField.mp4,-1.613388,-23.896545000000003,4.25,3.85
A_Sunrise.mp4,1.192369,40.08594,2.9444444444444446,2.263157894736842
A_Tower.mp4,-1.32919295,-99.053135,3.0,2.473684210526316
A_Wood.mp4,1.4692395,60.01419,3.0,2.4
B_Aquarium.mp4,-2.8747865,-5.669834999999999,3.3125,3.5625
B_Brook.mp4,0.2702404499999999,-72.1097965,2.7,2.1
