VideoName,HM_pitch,HM_yaw,7s_MOS,15s_MOS
A_Bay.mp4,-0.1028442,-110.186984,3.4761904761904763,4.25
A_Boat.mp4,-4.587402,-115.9788,1.3888888888888888,2.1052631578947367
A_Coffee.mp4,-1.362488,150.0537,1.761904761904762,2.473684210526316
A_DubaiAtNight.mp4,-2.066498,83.4325,2.7142857142857144,3.473684210526316
A_Grid.mp4,-3.374054,140.85217,1.6666666666666667,2.294117647058824
A_NightBar.mp4,-4.207275,139.59372000000002,2.7,3.619047619047619
A_NightStars.mp4,-2.154846,10.031089999999992,1.4285714285714286,1.6111111111111112
A_NightStreet.mp4,0.5899734,-138.055789,2.05,2.45
A_Parade.mp4,4.507961,2.0780599999999936,1.8,2.4285714285714284
A_ShootingBall.mp4,-2.008514,-133.027675,3.2857142857142856,3.647058823529412
A_SkyPark.mp4,-6.042236,159.0495,3.142857142857143,3.9047619047619047
A_Store.mp4,-2.724152,-135.13670000000002,3.55,4.142857142857143
A_Street.mp4,-5.177246,160.1178,3.0476190476190474,3.631578947368421
A_Supertree.mp4,-4.451843,-128.30056,2.9047619047619047,3.952380952380953
A_ViewFromSky.mp4,-3.70047,6.053550000000001,3.2857142857142856,3.761904761904762
A_Woman.mp4,-1.56604,-126.94568,2.238095238095238,2.7142857142857144
B_BehindTree.mp4,-0.3297424,-176.98509,1.5555555555555556,2.473684210526316
B_Bund.mp4,0.7584566,-161.11829,2.611111111111111,3.611111111111111
B_DubrovnikCity.mp4,-2.487213,167.419023,3.1578947368421053,3.631578947368421
B_Fountain.mp4,1.475469,44.76069999999999,2.8095238095238093,3.555555555555556
B_FountainPark.mp4,-0.1455688,-59.01628000000001,1.6,2.142857142857143
B_JapanNightStreet.mp4,-3.08136,-2.9790299999999945,1.6470588235294117,2.555555555555556
B_Jongleur.mp4,0.2389836,-162.945016,1.5714285714285714,2.555555555555556
B_NightFlyover.mp4,-1.822174,160.92551,1.4736842105263157,2.0
B_NightFountain.mp4,0.09746043,-89.90283,2.5,3.263157894736842
B_Pedestrian.mp4,-7.043365,-173.1335,3.0,3.2
B_SnackStreet.mp4,-4.41507,-8.144499999999994,2.2,2.2857142857142856
D_Shrine.mp4,0.4523343,-124.118407,2.142857142857143,3.0
E_Fountain.mp4,-4.86615,139.0205,2.0476190476190474,3.8947368421052633
E_HolyAngel.mp4,-2.410797,-128.66003,3.55,3.952380952380953
E_Horse.mp4,-5.125916,11.048879999999995,3.2857142857142856,4.25
E_NorthKorea.mp4,-3.25238,139.93372,2.0,2.4444444444444446
E_NorthKoreaStreet.mp4,-4.521179,-168.32413,2.0,2.1904761904761907
E_OverlookForumRoad.mp4,-2.055206,-171.06944,2.9047619047619047,4.157894736842105
E_ViewFriomSpanish.mp4,2.499896,141.4038,1.95,3.85
E_ViewFromCastle.mp4,3.109224,132.15359999999998,1.95,3.619047619047619
E_ViewFromSite.mp4,0.3591741,149.649751,2.9047619047619047,4.105263157894737
H_NightView.mp4,1.387936,-36.28031,1.5263157894736843,1.8571428571428568
p_AmsterdamRedLightDistrict.mp4,5.007021,-169.99923,3.380952380952381,4.095238095238095
p_Bangkok.mp4,2.152891,156.79559999999998,2.142857142857143,3.555555555555556
p_BangkokTemple.mp4,3.653929,-118.29132,2.8095238095238093,3.809523809523809
p_BrooklynBridge.mp4,-4.492676,70.02029999999999,3.142857142857143,4.35
p_BudapestBuilding.mp4,1.517152,-37.89046,3.6,4.333333333333333
p_CloudForest.mp4,-4.498108,-103.44819,2.7142857142857144,3.619047619047619
p_DayInSingapore.mp4,4.504554,-117.0582,2.8,4.0
p_DenmarkCopenhagen.mp4,-2.150269,-121.96802,3.952380952380953,4.35
p_EiffelTower.mp4,-1.438049,29.427200000000013,2.0526315789473686,3.7142857142857135
p_FreshStore.mp4,-3.148499,-43.723654,2.952380952380953,3.555555555555556
p_LondonEye.mp4,1.095144,-144.9617,2.8095238095238093,4.0
p_NationalMemorialMuseum.mp4,-0.9761353,149.83812,1.8,3.4761904761904763
p_SantaMonicaPier.mp4,-0.07833862,6.43840999999999,2.9047619047619047,3.809523809523809
p_ShakespeareGlobeOpera.mp4,-0.327301,156.24955,2.4285714285714284,4.142857142857143
p_SuperkilenPark.mp4,-0.9484863,59.85980000000001,2.9047619047619047,3.7
p_ViennaMuseum.mp4,-0.97229,-65.31995,2.7142857142857144,3.85
B_DisneylandParis.mp4,22.44486,-163.63854750000002,4.6,5.0
